"Translation Info:
#---------------------------
4326,43,1,"Ḥā. Mīm.[1]","[1] Ang Qur’ān ay nasa wikang Arabe na binubuo ng mga titiks Arabe gaya ng mga ito subalit walang isa mang nakagawa ng kahit pinkamaiikling kabanata ng mahimalang kababalaghan ng Qur’ān."
4327,43,2,"Sumpa man sa Aklat[2] na naglilinaw,","[2] Si Allāh ang nanunumpa rito."
4328,43,3,"tunay na Kami ay gumawa nito bilang Qur’ān na Arabe nang sa gayon kayo ay makapag-uunawa.",""
4329,43,4,"Tunay na ito, sa Ina ng Aklat[3] na nasa Amin, ay talagang mataas, marunong.","[3] Ibig sabihin: ang Tablerong Iniingatan"
4330,43,5,"Kaya ba magbabaling Kami palayo sa inyo ng Paalaala[4] sa isang tabi dahil kayo ay mga taong nagpapakalabis?","[4] Ibig sabihin: ang Qur’an"
4331,43,6,"Kay rami ng isinugo Namin na propeta sa mga sinauna [na nilipol noon].",""
4332,43,7,"Walang pumupunta sa kanila na isang propeta malibang sila noon sa kanya ay nangungutya.",""
4333,43,8,"Kaya nagpahamak Kami sa higit na matindi kaysa sa kanila sa bagsik at nagdaan ang tulad sa mga sinauna.",""
4334,43,9,"Talagang kung nagtanong ka sa kanila kung sino ang lumikha ng mga langit at lupa ay talagang magsasabi nga sila na lumikha ng mga ito ang Makapangyarihan, ang Maalam,",""
4335,43,10,"na gumawa para sa inyo ng lupa bilang himlayan at gumawa para sa inyo roon ng mga landas nang harinawa kayo ay mapatnubayan,",""
4336,43,11,"na nagbaba mula sa langit ng tubig ayon sa isang sukat saka bubuhay sa pamamagitan nito ng isang patay na bayan. Gayon kayo palalabasin [mula sa mga libingan].",""
4337,43,12,"at na lumikha ng mga magkapares sa kabuuan ng mga ito at gumawa para sa inyo mula sa mga daong at mga hayupan ng sinasakyan ninyo",""
4338,43,13,"upang lumuklok kayo sa mga likod ng mga ito, pagkatapos makaalaala kayo sa biyaya ng Panginoon ninyo kapag nakaluklok na kayo sa mga ito at magsabi kayo: “Kaluwalhatian sa Kanya na nagpasilbi para sa amin ng mga ito samantalang kami sa mga ito ay hindi naging mga makapananaig.",""
4339,43,14,"Tunay na kami sa Panginoon namin ay talagang mga uuwi.”",""
4340,43,15,"Gumawa sila para sa Kanya mula sa mga lingkod Niya ng isang bahagi.[5] Tunay na ang tao ay talagang isang malinaw na mapagtangging magpasalamat.","[5] ng nilikha Niya dahil sa pagsabing a mga anghel ay mga anak Niya"
4341,43,16,"O gumawa ba Siya mula sa nililikha Niya ng mga babaing anak at humirang Siya sa inyo ng mga lalaking anak?",""
4342,43,17,"Kapag binalitaan ang isa sa kanila ng [ng pagsilang ng babaing anak na] inuugnay niya para sa Napakamaawain bilang paghahalintulad, ang mukha niya ay naging nangingitim habang siya ay hapis.",""
4343,43,18,"O [iniuugnay ba kay Allāh] ang pinalalaki ba sa mga hiyas samantalang ito sa pakikipag-alitan ay hindi malinaw?",""
4344,43,19,"Nagturing sila sa mga anghel – na mga lingkod ng Napakamaawain – bilang mga babae. Nakasaksi ba sila sa paglikha sa mga iyon? Isusulat ang pagsaksi nila at tatanungin sila.",""
4345,43,20,"Nagsabi sila: “Kung sakaling niloob ng Napakamaawain [na si Allāh] ay hindi sana kami sumamba sa kanila.[6]” Walang ukol sa kanila hinggil doon na anumang kaalaman. Walang iba sila kundi nagsasapantaha.","[6] na mga anghel"
4346,43,21,"O nagbigay Kami sa kanila ng isang aklat bago pa nito kaya sila roon ay mga kumakapit?",""
4347,43,22,"Bagkus nagsabi sila: “Tunay kami ay nakatagpo sa mga magulang namin sa isang paniniwala, at tunay na kami sa mga bakas nila [at mga paraan nila] ay mga napapatnubayan.”",""
4348,43,23,"Gaya niyon, hindi Kami nagsugo bago mo pa sa isang pamayanan ng anumang mapagbabala malibang nagsabi ang mga pinariwasa roon: “Tunay na kami ay nakatagpo sa mga magulang namin sa isang paniniwala, at tunay na kami sa mga bakas nila ay mga tumutulad.”",""
4349,43,24,"Nagsabi [ang mapagbababala]: “Kahit pa ba naghatid ako sa inyo ng higit na patnubay kaysa sa natagpuan ninyo sa mga magulang ninyo?” Nagsabi sila: “Tunay na kami sa ipinasugo sa inyo ay mga tagatangging sumampalataya.”",""
4350,43,25,"Kaya naghiganti Kami sa kanila. Kaya tumingin ka kung papaano naging ang kinahinatnan ng mga tagapagpasinungaling.[7]","[7] ng Katotohanan at mga tagasalungat ng Kapayapaan"
4351,43,26,"[Banggitin] noong nagsabi si Abraham sa ama niya at mga kababayan niya: “Tunay na ako ay walang-kaugnayan sa anumang sinasamba ninyo,",""
4352,43,27,"maliban sa lumalang sa akin sapagkat tunay na Siya ay magpapatnubay sa akin.”",""
4353,43,28,"Gumawa siya rito[8] bilang pangungusap na mananatili sa mga inapo niya nang sa gayon sila ay babalik [kay Allāh].","[8] sa adhikain ng Tawḥīd: Walang Diyos kundi si Allāh"
4354,43,29,"Bagkus nagpatamasa Ako sa mga [tagapagtambal na] ito [sa Mundo] at sa mga magulang nila [bago pa nila] hanggang sa dumating sa kanila ang katotohanan at [si Propeta Muḥammad na] isang sugong tagapaglinaw [sa kanila].",""
4355,43,30,"Noong dumating sa kanila ang katotohanan ay nagsabi sila: “Ito ay panggagaway at tunay na kami rito ay mga tagatangging sumampalataya.”",""
4356,43,31,"Nagsabi sila: “Bakit kasi hindi ibinaba ang Qur’ān na ito sa isang lalaki, mula sa dalawang pamayanang dakila [ng Makkah at Ṭā’if]?”",""
4357,43,32,"Sila ba ay namamahagi ng awa ng Panginoon mo? Kami ay namamahagi sa pagitan nila ng kabuhayan nila sa buhay na pangmundo. Nag-angat Kami sa iba sa kanila higit sa iba pa sa mga antas upang gumamit ang iba sa kanila sa iba pa sa pagsisilbi. Ang awa ng Panginoon mo ay higit na mabuti kaysa sa anumang tinitipon nila.",""
4358,43,33,"Kung hindi dahil sa ang mga tao ay maging nag-iisang kalipunan [sa kawalang-pananampalataya, na naghahangad ng buhay sa Mundong ito] ay talaga sanang gumawa para sa sinumang tumatangging sumampalataya sa Napakamaawain para sa mga bahay nila ng mga bubong na pilak at mga pampanik, na sa mga ito papaibabaw sila,",""
4359,43,34,"at para sa mga bahay nila ng mga pinto, mga kama [na pilak,] na sa mga ito sasandal sila,",""
4360,43,35,"at [ibang] palamuting ginto. Walang iba ang lahat ng iyon kundi natatamasa sa buhay na pangmundo. Ang Kabilang-buhay sa ganang Panginoon mo ay para sa mga tagapangilag magkasala.",""
4361,43,36,"Ang sinumang nabubulagan sa pag-alaala sa Napakamaawain ay magtatalaga para sa kanya ng isang demonyo, kaya ito para sa kanya ay isang kapisan [na dumidikit].",""
4362,43,37,"Tunay na ang mga ito ay talagang sumasagabal sa kanila sa landas [ng Islām] habang nag-aakala sila na sila ay mga napapatnubayan;",""
4363,43,38,"hanggang sa nang dumating siya sa Amin ay magsasabi siya[9] [sa kapisang demonyo]: “O kung sana sa pagitan ko at pagitan mo ay layo ng dalawang silangan sapagkat kay saklap ang kapisan!”","[9] ang tagatangging sumampalataya"
4364,43,39,"Hindi magpapakinabang sa inyo sa Araw na iyon yayamang lumabag kayo sa katarungan, na kayo sa pagdurusa ay mga magkalahok.",""
4365,43,40,"Kaya ikaw ba ay nagpaparinig sa mga bingi o nagpapatnubay sa mga bulag at sinumang naging nasa isang pagkaligaw na malinaw?",""
4366,43,41,"Kaya alin sa dalawa: mag-aalis nga Kami sa iyo saka tunay na Kami sa kanila ay maghihiganti,",""
4367,43,42,"o magpapakita nga Kami sa iyo ng ipinangako Namin sa kanila saka tunay na Kami sa kanila ay Tagakaya.",""
4368,43,43,"Kaya mangunyapit ka sa [Qur’ān na ito na] ikinasi sa iyo; tunay na ikaw ay nasa isang landasing tuwid.",""
4369,43,44,"Tunay na [ang Qur’ān na] ito ay talagang isang paalaala para sa iyo at para sa mga kababayan mo, at tatanungin kayo [hinggil dito].",""
4370,43,45,"Magtanong ka sa mga isinugo Namin bago mo pa kabilang sa mga sugo Namin kung nagtalaga ba, bukod pa sa Napakamaawain, ng mga diyos na sasambahin?",""
4371,43,46,"Talaga ngang nagsugo Kami kay Moises, kalakip ng mga tanda Namin, kay Paraon at sa konseho nito kaya nagsabi siya: “Tunay na ako ay sugo ng Panginoon ng mga nilalang.”",""
4372,43,47,"Ngunit noong naghatid siya sa kanila ng mga tanda Namin, biglang sila sa mga ito ay tumatawa.",""
4373,43,48,"Hindi Kami nagpapakita sa kanila ng anumang tanda malibang ito ay higit na malaki kaysa sa nauna ito. Nagpataw Kami sa kanila ng pagdurusa [sa Mundo] nang sa gayon sila ay babalik [kay Allāh].",""
4374,43,49,"Nagsabi sila [kay Moises]: “O manggagaway, dumalangin ka [kay Allāh] para sa amin sa Panginoon mo ng itinipan Niya sa piling mo; tunay na kami ay talagang mga mapapatnubayan.”",""
4375,43,50,"Ngunit noong pumawi Kami sa kanila ng pagdurusa, biglang sila ay sumisira [sa usapan].",""
4376,43,51,"Nanawagan si Paraon sa mga tao niya. Nagsabi siya: “O mga tao ko, hindi ba sa akin ang paghahari sa Ehipto habang ang mga ilog na ito ay dumadaloy mula sa ilalim ko? Kaya hindi ba kayo nakakikita?",""
4377,43,52,"O ako ba ay higit na mabuti kaysa kay Moises, na siyang aba at hindi halos nakapaglilinaw?",""
4378,43,53,"Kaya bakit hindi nag-ukol sa kanya ng mga pulseras na ginto o dumating kasama sa kanya ang mga anghel na mga magkakapisan?”",""
4379,43,54,"Kaya nanloko [si Paraon] sa mga tao niya saka tumalima naman sila sa kanya. Tunay na sila ay dating mga taong suwail.",""
4380,43,55,"Kaya noong nagpapoot sila sa Amin ay naghiganti Kami sa kanila saka lumunod Kami sa kanila nang magkakasama.",""
4381,43,56,"Kaya gumawa Kami sa kanila ng isang pagpapauna at isang paghahalintulad para sa mga huli.",""
4382,43,57,"Noong inilahad ang anak ni Maria bilang paghahalintulad [na sinasamba], biglang ang mga kababayan mo sa kanya ay naghalakhakan.",""
4383,43,58,"Nagsabi sila: “Ang mga diyos namin ba ay higit na mabuti o siya[10]?” Hindi sila naglahad nito para sa iyo kundi bilang pakikipagtalo. Bagkus sila ay mga taong palaalitan.","[10] Ibig sabihin: si Jesus"
4384,43,59,"Walang iba [si Jesus] kundi isang lingkod na nagbiyaya Kami sa kanya [ng pagkapropeta] at gumawa Kami sa kanya bilang paghahalimbawa para sa mga anak ni Israel.",""
4385,43,60,"Kung sakaling loloobin Namin ay talaga sanang gumawa Kami sa halip ninyo ng mga anghel sa lupa na maghahalilihan.",""
4386,43,61,"Tunay na si Jesus ay talagang [isang tanda ng] kaalaman [sa paglapit ng] Huling Sandali kaya huwag nga kayong magtaltalan hinggil dito at sumunod kayo sa akin. Ito ay isang landasing tuwid.",""
4387,43,62,"Huwag ngang sasagabal sa inyo [sa landasing tuwid] ang demonyo; tunay na siya para sa inyo ay isang kaaway na malinaw.",""
4388,43,63,"Noong naghatid si Jesus ng mga malinaw na patunay [sa mga anak ni Israel] ay nagsabi siya: “Naghatid nga ako sa inyo ng karunungan at upang maglinaw ako para sa inyo ng ilan sa nagkakaiba-iba kayo hinggil doon. Kaya mangilag kayong magkasala kay Allāh at tumalima kayo sa akin.",""
4389,43,64,"Tunay na si Allāh ay Panginoon ko at Panginoon ninyo kaya sumamba kayo sa Kanya. Ito ay landasing tuwid.”",""
4390,43,65,"Ngunit nagkaiba-iba ang mga lapian mula sa gitna nila,[11] kaya kapighatian ay ukol sa mga lumabag sa katarungan mula sa isang pagdurusa sa isang Araw na masakit.","[11] Ibig sabihin: ng mga sekta ng mga Kristiyano."
4391,43,66,"Naghihintay kaya sila maliban ng Huling Sandali, na sumapit ito sa kanila nang biglaan habang sila ay hindi nakararamdam?",""
4392,43,67,"Ang mga matalik na magkaibigan, sa Araw na iyon, ang iba sa kanila para sa iba pa ay kaaway, maliban sa mga tagapangilag magkasala.",""
4393,43,68,"O mga lingkod Ko, walang pangamba sa inyo sa Araw na iyon ni kayo ay malulungkot.",""
4394,43,69,"[Sila ay] ang mga sumampalataya sa mga tanda Namin at sila noon ay mga Muslim [na tagapagpasakop sa kalooban ni Allāh].",""
4395,43,70,"Pumasok kayo sa Paraiso habang kayo at ang mga kabiyak ninyo ay pinagagalak.",""
4396,43,71,"Magpapalibot sa kanila ng mga platong yari sa ginto at mga baso. Naroon ang ninanasa ng mga sarili at minamasarap ng mga mata habang kayo roon ay mga mananatili.",""
4397,43,72,"Iyon ay ang Hardin na ipinamana sa inyo dahil sa dati ninyong ginagawa [na kabutihan].",""
4398,43,73,"Para sa inyo roon ay bungang-kahoy na marami at mula sa mga ito ay kakain kayo.",""
4399,43,74,"Tunay na ang mga salarin sa pagdurusa sa Impiyerno ay mga mananatili.",""
4400,43,75,"Hindi patatamlayin ito para sa kanila, habang sila roon ay mga nalulumbay.",""
4401,43,76,"Hindi Kami lumabag sa katarungan sa kanila subalit sila dati ay ang mga tagalabag sa katarungan.",""
4402,43,77,"Mananawagan sila: “O Mālik,[12] magpawakas sa amin ang Panginoon mo.” Magsasabi siya: “Tunay na kayo ay mga mamamalagi.”","[12] Ang Tanod ng Impiyerno"
4403,43,78,"Talaga ngang naghatid Kami sa inyo ng katotohanan subalit ang higit na marami sa inyo sa katotohanan ay mga nasusuklam.",""
4404,43,79,"O nagpatibay sila ng isang usapin saka tunay na Kami ay tagapagpatibay?",""
4405,43,80,"O nag-aakala sila na tunay na Kami ay hindi nakaririnig ng lihim nila at pagsasarilinan nila? Bagkus [nakaririnig], at ang mga sugo Namin sa piling nila ay nagtatala.",""
4406,43,81,"Sabihin mo: “Kung nagkaroon ang Napakamaawain ng isang anak, ako ay ang una sa mga tagasamba.”",""
4407,43,82,"Kaluwalhatian sa Panginoon ng mga langit at lupa, Panginoon ng Trono, higit sa anumang inilalarawan nila.[13]","[13] pag-uugnay sa Kanya ng katambal, asawa, at anak"
4408,43,83,"Kaya hayaan mo silang sumuong [sa kabulaanan] at maglaro hanggang sa makipagkita sila sa araw nilang ipinangangako sa kanila.",""
4409,43,84,"Siya ang sa langit ay Diyos at sa lupa ay Diyos. Siya ay ang Marunong, ang Maalam.",""
4410,43,85,"Napakamapagpala ang sa Kanya ang paghahari sa mga langit at lupa at anumang nasa pagitan ng mga ito. Nasa Kanya ang kaalaman sa Huling Sandali at tungo sa Kanya pababalikin kayo [para tuusin].",""
4411,43,86,"Hindi nakapagdudulot ang mga dinadalanginan nila bukod pa sa Kanya ng pamamagitan maliban sa mga sumaksi sa katotohanan habang sila ay nakaaalam [sa sinaksihan nila].",""
4412,43,87,"Talagang kung nagtanong ka sa kanila kung sino ang lumikha sa kanila ay talagang magsasabi nga silang si Allāh. Kaya paanong nalilinlang sila?",""
4413,43,88,"[Nakaaalam si Allāh] sa sabi niya: “O Panginoon ko, tunay na ang mga ito ay mga taong hindi sumasampalataya.”",""
4414,43,89,"Kaya umiwas ka sa kanila at magsabi ka: “Kapayapaan!” sapagkat malalaman nila [ang daranasing parusa].",""
4415,44,1,"Ḥā. Mīm. [1]","[1] Ang Qur’ān ay nasa wikang Arabe na binubuo ng mga titiks Arabe gaya ng mga ito."
4416,44,2,"Sumpa man sa Aklat na naglilinaw,",""
4417,44,3,"tunay na Kami ay nagpababa nito sa isang gabing biniyayaan. Tunay Kami ay laging Tagapagbabala [sa tao at jinn].",""
4418,44,4,"Sa [gabing] ito pinagpapasyahan ang bawat usaping tumpak,",""
4419,44,5,"bilang usaping mula sa ganang Amin. Tunay na Kami noon ay nagsusugo,",""
4420,44,6,"bilang awa mula sa Panginoon mo. Tunay na Siya ay ang Madinigin, ang Maalam.",""
4421,44,7,"Panginoon ng mga langit at lupa at anumang nasa pagitan ng mga ito, kung kayo ay mga nakatityak.",""
4422,44,8,"Walang Diyos kundi Siya, nagbibigay-buhay Siya at nagbibigay-kamatayan Siya, ang Panginoon ninyo at ang Panginoon ng mga magulang ninyong mga sinauna.",""
4423,44,9,"Bagkus sila ay nasa isang pagdududa, na naglalaro.",""
4424,44,10,"Kaya mag-abang ka sa Araw na magdadala ang langit ng isang usok na malinaw.",""
4425,44,11,"Babalot ito sa mga tao; ito ay isang pagdurusang masakit.",""
4426,44,12,"Panginoon Namin, pumawi Ka sa amin ng pagdurusa [dahil sa tagtuyot]; tunay na Kami ay mga mananampalataya.",""
4427,44,13,"Paanong ukol sa kanila ang paalaala gayong may dumating ng sa kanilang isang Sugong malinaw [na si Propeta Muḥammad]?",""
4428,44,14,"Pagkatapos tumalikod sila palayo sa kanya at nagsabi sila: “Isang baliw na tinuruan [ng iba].”",""
4429,44,15,"Tunay na Kami ay papawi ng pagdurusa nang kaunti. Tunay na kayo ay mga manunumbalik.",""
4430,44,16,"Sa Araw [ng Labanan sa Badr] na susunggab Kami [sa kanila] ng pagsunggab na pinakamalaki, tunay na Kami ay maghihiganti.",""
4431,44,17,"Talaga ngang sumubok Kami bago nila sa mga tao ni Paraon, at may dumating sa kanila na isang sugong marangal [na si Moises],",""
4432,44,18,"na [nagsasabi]: “Ipaubaya ninyo sa akin ang mga [anak ni Israel na] lingkod Ni Allāh – tunay na ako para sa inyo ay isang sugong mapagkakatiwalaan –",""
4433,44,19,"at na huwag kayong magmataas kay Allāh; tunay na ako ay pumupunta sa inyo nang may kapamahalaang malinaw.",""
4434,44,20,"Tunay na ako ay nagpakupkop sa Panginoon ko at Panginoon ninyo na baka bumato kayo sa akin.",""
4435,44,21,"Kung hindi kayo naniwala sa akin ay lumayo kayo sa akin.”",""
4436,44,22,"Kaya dumalangin siya sa Panginoon niya na ang mga ito ay mga taong salarin.",""
4437,44,23,"Kaya [nag-utos si Allāh]: “Kaya maglakbay ka kasabay ng mga [anak ni Israel na] lingkod Ko sa isang gabi; tunay na kayo ay mga susundan.”",""
4438,44,24,"Iwan mo ang dagat nang payapa; tunay na sila ay mga kawal na malulunod.",""
4439,44,25,"Kay rami ng iniwan nila na mga hardin at mga bukal,",""
4440,44,26,"mga pananim at pinanatilihang marangal,",""
4441,44,27,"at biyayang sila dati roon ay mga nagpapasarap!",""
4442,44,28,"Gayon nga, at nagpamana Kami ng mga ito sa mga ibang tao.",""
4443,44,29,"Kaya hindi umiyak sa kanila ang langit at ang lupa at sila noon ay hindi mga ipagpapaliban.",""
4444,44,30,"Talaga ngang nagligtas Kami sa mga anak ni Israel mula sa pagdurusang manghahamak",""
4445,44,31,"mula kay Paraon. Tunay na siya dati ay nagmamataas kabilang sa mga nagpapakalabis.",""
4446,44,32,"Talaga ngang pumili Kami sa kanila [na mga anak ni Israel] ayon sa kaalaman, higit sa mga nilalang [ng panahon nila].",""
4447,44,33,"Nagbigay Kami sa kanila ng mga tanda na may isang pagsubok na malinaw.",""
4448,44,34,"Tunay na ang mga [tagapagtambal] ito ay talagang nagsasabi:",""
4449,44,35,"“Walang iba ito kundi ang pagkamatay naming una at kami ay hindi mga bubuhayin.",""
4450,44,36,"Kaya maglahad kayo ng mga magulang namin kung kayo ay mga tapat.”",""
4451,44,37,"Sila ba ay higit na mabuti o ang mga tao ng Tubba` at ang mga bago pa nila, na ipinahamak Namin [dahil sa kasalanan]? Tunay na sila ay mga salarin noon.",""
4452,44,38,"Hindi Kami lumikha ng mga langit at lupa at anumang nasa pagitan ng mga ito nang naglalaro.",""
4453,44,39,"Hindi Kami lumikha ng mga ito malibang ayon sa katotohanan subalit ang higit na marami sa kanila ay hindi nakaaalam.",""
4454,44,40,"Tunay na ang Araw ng Pagpapasya ay tipanan nila nang magkakasama,",""
4455,44,41,"sa Araw na walang magpapakinabang na isang pinagpapatangkilikan sa isang nagpapatangkilik ng anuman ni sila ay iaadya,",""
4456,44,42,"maliban sa sinumang kinaawaan ni Allāh; tunay na Siya ay ang Makapangyarihan, ang Maawain.",""
4457,44,43,"Tunay na ang puno ng Zaqqūm",""
4458,44,44,"ay pagkain ng makasalanan.",""
4459,44,45,"Gaya ng latak ng langis, kukulo ito sa loob ng mga tiyan [nila],",""
4460,44,46,"gaya ng pagkulo ng nakapapasong tubig.",""
4461,44,47,"[Sasabihin]: “Kunin ninyo siya at kaladkarin ninyo siya patungo sa kalagitnaan ng Impiyerno.",""
4462,44,48,"Pagkatapos magbuhos kayo sa ibabaw ng ulo niya mula sa pagdurusa sa nakapapasong tubig.",""
4463,44,49,"Lasapin mo; tunay na ikaw ay ang makapangyarihan, ang mapagbigay.",""
4464,44,50,"Tunay na ito ay ang [bagay na] dati kayo hinggil dito ay nagtataltalan.”",""
4465,44,51,"Tunay na ang mga tagapangilag magkasala ay nasa pinananatilihang ligtas,",""
4466,44,52,"sa mga hardin at mga bukal,",""
4467,44,53,"na magsusuot ng manipis na sutla at makapal na sutla, na mga magkaharapan.",""
4468,44,54,"Gayon nga, at ipakakasal Namin sila sa mga dilag na may maningning na mata.",""
4469,44,55,"Mananawagan sila roon ng bawat bungang-kahoy habang mga natitiwasay.",""
4470,44,56,"Hindi sila lalasap doon ng kamatayan maliban sa unang pagkamatay at magsasanggalang Siya sa kanila sa pagdurusa sa Impiyerno",""
4471,44,57,"bilang kabutihang-loob mula sa Panginoon mo. Iyon ay ang pagkatamong sukdulan.",""
4472,44,58,"Kaya nagpadali lamang Kami nito sa dila mo nang sa gayon sila ay magsasaalaala.",""
4473,44,59,"Kaya mag-abang ka [ng wakas nila]; tunay na sila ay mga nag-aabang.",""
4474,45,1,"Ḥā. Mīm.[1]","[1] Ang Qur’ān ay nasa wikang Arabe na binubuo ng mga titiks Arabe gaya ng mga ito."
4475,45,2,"Ang pagbababa ng Aklat [na Qur’ān] ay mula kay Allāh, ang Makapangyarihan, ang Marunong.",""
4476,45,3,"Tunay na sa mga langit at lupa ay talagang may mga tanda para sa mga mananampalataya.",""
4477,45,4,"Sa pagkalikha sa inyo at anumang ikinakalat Niya na gumagalaw na nilalang ay may mga tanda para sa mga taong nakatitiyak.",""
4478,45,5,"Sa pagsasalitan ng gabi at maghapon, sa anumang pinababa ni Allāh mula sa langit na panustos [na ulan] saka nagbigay-buhay Siya sa pamamagitan niyon sa lupa matapos ng kamatayan nito, at sa pagpihit sa mga hangin ay may mga tanda para sa mga taong nakapag-uunawa.",""
4479,45,6,"Ang mga iyon ay mga tanda ni Allāh, na binibigkas sa iyo sa katotohanan. Kaya sa aling pakikipag-usap matapos kay Allāh at ng mga talata Niya [sa Qur’ān] sasampalataya sila?",""
4480,45,7,"Kapighatian ay ukol sa bawat manlilinlang na makasalanan.",""
4481,45,8,"Nakaririnig siya sa mga tanda ni Allāh habang binibigkas sa kanya, pagkatapos nagpupumilit siya habang nagmamalaki na para bang hindi nakarinig sa mga iyon. Kaya magbalita ka sa kanya hinggil sa isang pagdurusang masakit.",""
4482,45,9,"Kapag nakaalam siya mula sa mga tanda Namin ng anuman ay gumagawa siya rito ng isang pangungutya. Ang mga iyon ay may ukol sa kanila na isang pagdurusang manghahamak.",""
4483,45,10,"Mula sa unahan nila ay Impiyerno. Hindi makapagdudulot sa kanila ang nakamit nila [na mga yaman] ng anuman ni ang ginawa nila bukod pa kay Allāh bilang mga katangkilik. Ukol sa kanila ay isang pagdurusang mabigat.",""
4484,45,11,"[Ang Qur’ān na] ito ay isang patnubay. Ang mga tumangging sumampalataya sa mga tanda ng Panginoon nila, ukol sa kanila ay isang pagdurusa mula sa isang pasakit na masakit.",""
4485,45,12,"Si Allāh ang nagpasilbi para sa inyo ng dagat upang maglayag ang mga daong dito ayon sa utos Niya at upang humanap kayo ng kabutihang-loob Niya at nang sa gayon kayo ay magpapasalamat [sa Kanya].",""
4486,45,13,"Nagpasilbi Siya para sa inyo ng anumang nasa mga langit at anumang nasa lupa nang lahatan mula sa Kanya. Tunay na sa gayon ay talagang may mga tanda para sa mga taong nag-iisip-isip.",""
4487,45,14,"Sabihin mo sa mga sumampalataya na magpatawad sila sa mga hindi nag-aasam ng mga araw ni Allāh upang gumanti Siya sa mga tao dahil sa dati nilang nakakamit [na kasalanan].",""
4488,45,15,"Ang sinumang gumawa ng maayos ay para sa sarili niya; at ang sinumang gumawa ng masagwa ay laban sa sarili. Pagkatapos tungo sa Panginoon ninyo pababalikin kayo [para gantihan].",""
4489,45,16,"Talaga ngang nagbigay Kami sa mga anak ni Israel ng kasulatan [na Torah], paghatol, at pagkapropeta; tumustos Kami sa kanila mula sa mga kaaya-ayang bagay at nagtangi Kami sa kanila higit sa mga nilalang [ng panahon nila].",""
4490,45,17,"Nagbigay Kami sa kanila ng mga malinaw na patunay mula sa usapin [ng relihiyon] ngunit hindi sila nagkaiba-iba malibang matapos na dumating sa kanila ang kaalaman dala ng paglabag sa pagitan nila. Tunay na ang Panginoon mo ay maghuhusga sa pagitan nila sa Araw ng Pagbangon hinggil sa sila dati ay nagkakaiba-iba.",""
4491,45,18,"Pagkatapos naglagay Kami sa iyo sa isang batas mula sa kautusan kaya sumunod ka rito at huwag kang sumunod sa mga pithaya ng mga hindi nakaaalam.",""
4492,45,19,"Tunay na sila ay hindi makapagdudulot para sa iyo laban kay Allāh ng anuman. Tunay na ang mga tagalabag sa katarungan, ang iba sa kanila ay mga katangkilik ng iba pa. Si Allāh ay Katangkilik ng mga tagapangilag magkasala.",""
4493,45,20,"[Ang Qur’ān na] ito ay mga pagpapatalos sa mga tao, isang patnubay, at isang awa para sa mga taong nakatitiyak.",""
4494,45,21,"O nag-akala ang mga nakagawa ng mga masagwang gawa na magtuturing Kami sa kanila gaya ng mga sumampalataya at gumawa ng mga maayos bilang magkapantay ang pagkabuhay nila at ang pagkamatay nila? Kay sagwa ang inihahatol nila!",""
4495,45,22,"Lumikha si Allāh ng mga langit at lupa sa katotohanan at upang gantihan ang bawat kaluluwa ayon sa nakamit nito habang sila ay hindi nilalabag sa katarungan.",""
4496,45,23,"Kaya nakakita ka ba sa sinumang gumawa bilang diyos niya sa pithaya niya? Nagligaw rito si Allāh ayon sa kaalaman [dito], nagpinid Siya sa pandinig nito at puso nito, at naglagay Siya sa paningin nito ng isang takip. Kaya sino pa ang papatnubay rito matapos na ni Allāh? Kaya hindi ba kayo magsasaalaala?",""
4497,45,24,"Nagsabi sila: “Walang iba ito kundi ang buhay namin sa Mundo; namamatay kami at nabubuhay kami, at walang nagpahamak sa amin kundi ang [paglipas ng] panahon.” Walang ukol sa kanila anumang kaalaman hinggil doon [pagkabuhay]. Walang iba sila kundi nagpapalagay.",""
4498,45,25,"Kapag binibigkas sa kanila ang mga tanda Namin bilang mga malinaw na patunay, walang naging iba ang katwiran nila kundi na nagsabi sila: “Maglahad kayo ng mga [namatay na] ninuno natin kung kayo ay naging mga tapat.”",""
4499,45,26,"Sabihin mo: “Si Allāh ay nagbibigay-buhay sa inyo, pagkatapos magbibigay-kamatayan sa inyo, pagkatapos magtitipon sa inyo tungo sa Araw ng Pagbangon nang walang pag-aalinlangan doon, subalit ang higit na marami sa mga tao ay hindi nakaaalam.”",""
4500,45,27,"Sa kay Allāh ang paghahari sa mga langit at lupa. Sa Araw na sasapit ang Huling Sandali, sa Araw na iyon ay malulugi ang mga nagpapabula.",""
4501,45,28,"Makakikita ka ng bawat kalipunan na nakaluhod. Bawat kalipunan ay tatawagin sa talaan nito: “Ngayong Araw ay gagantihan kayo sa dati ninyong ginagawa.",""
4502,45,29,"Ito, ang talaan Namin, ay bibigkasin sa inyo ayon sa katotohanan. Tunay na Kami noon [sa pamamagitan ng mga anghel] ay nagtatala ng dati ninyong ginagawa.”",""
4503,45,30,"Kaya hinggil sa mga sumampalataya at gumawa ng mga maayos, magpapapasok sa kanila ang Panginoon nila sa awa Niya [sa Paraiso]. Iyon ay ang pagkatamong malinaw.",""
4504,45,31,"Hinggil naman sa mga tumangging sumampalataya, [sasabihin]: “Hindi ba ang mga talata Ko [sa Qur’ān] ay binibigkas sa inyo ngunit nagmalaki kayo at kayo noon ay mga taong salarin?",""
