"Translation Info:
#---------------------------
3609,34,3,"او كافران وايي چې موږ ته به قيامت رانه شي! ورته ووايه: ولې نه، په رب مې دې قسم وي چې د غيبو عالم دى هرومرو به درته راشي، له هغه څخه نه په آسمانونو او نه پر ځمكه كې د يوې ذرې په اندازه څه نه پټيږي، او نه به له دې كوچنى او نه (ترې) لوى څه داسې شى وي چې هغه په يو څرګند كتاب كې نه وي.",""
3610,34,4,"د دې لپاره چې هغو خلكو ته بدله وركړي چې ايمان يې راوړى او ښه كارونه يې كړي، د هغوى لپاره بخښنه او غوره روزي ده.",""
3611,34,5,"او هغوى چې زموږ د آيتونو په را لاندې كولو كې او له مینځه وړلو کې يې هلې ځلې كړې دي، هغوى لپاره ناوړه دردوونکی عذاب دى.",""
3612,34,6,"او چا ته چې پوهه وركړى شوې هغوى ويني چې ستا د رب لخوا څه درته نازل شوي هغه حق دي او د برلاسي ستايلي (ذات) لوري ته ښوونه كوي.",""
3613,34,7,"او هغو کسانو چې کفر کړی وويل: آيا تاسي ته يو داسې سړى دروښايو چې هغه مو په دې خبروي چې كله تاسي پوره ذرې ذرې شئ نو تاسي به په يو نوي پيدايښت كې راشئ!",""
3614,34,8,"آیا پر الله يې درواغ تړلي یا په هغه كې ليونتوب دى؟ (نه) بلكې هغوى چې آخرت نه مني په عذاب او (له حقه) په لېري بې لاريتوب كې دي.",""
3615,34,9,"ايا دوى هغه اسمان او ځمكه نه دي ليدلي چې له دوی وړاندې او وروسته راچاپېر شوي دي؟ كه موږ وغواړو نو دوى به په ځمكه ننباسو، يا به د اسمان څه ټوټې پر دوى را وغورځوو، په حقيقت كې په دې كې د هر هغه بنده لپاره يوه نښانه ده چې د الله طرف ته ورګرځېدونكى وي.",""
3616,34,10,"او موږ داود (علیه السلام) ته له خپل لوري فضيلت وركړى و، اې غرونو له هغه سره تسبيح تكراروئ او (اې) مرغانو (تاسو هم)، او هغه ته مو اوسپنه پسته كړه.",""
3617,34,11,"چې ښې ښې (پوره) زغرې جوړوه او په اوبدلو كې اندازه ساته او (تاسي ټول) ښه ښه كارونه كوئ، بې شكه زه ستاسي د كړو وړو ليدونكى يم.",""
3618,34,12,"او سليمان (علیه السلام) ته مو باد تابع كړى و چې د سهار مزل يې هم د مياشتې و او د ماښام يې هم د يوې مياشتې او هغه ته مو د تانبې چينه (هم) بیولې وه، او تابع کړي وو موږ د پېريانو څخه چې د خپل رب په حكم يې د هغه پر وړاندې كار كولو، او څوك چې په دوی کې زموږ د حکم څخه سرغړونه وکړي، هغه ته به د بل شوي اور عذاب ور وڅكو.",""
3619,34,13,"سليمان (علیه السلام) به چې څه غوښتل هغه به دوى ورته جوړولو (لکه) عبادتخانې، مجسمې (څېرې)، د حوضونو په څېر خانكونه او په نغريو ولاړو دېګونه، اې د داود (علیه السلام) كورنۍ (د دې) شكرانې لپاره (نېك) عمل كوئ او زما بندګانو كې لږ شكر وېستونكي دي.",""
3620,34,14,"بيا كله چې موږ پر سليمان (علیه السلام) د مرګ فيصله وكړه، نو پېريانو ته د هغه د مرګ خبر وركوونكى بل څه نه و پرته له هغه چینجي چې د هغه امسا يې خوړله، په دې ډول كله چې سليمان (علیه السلام) راولوېده، نو (خلکو ته) پېریان څرګند شول چې كه دوى په غيبو پوهېدلی نو دغه سپکونکی عذاب كې به نه وو پاتې شوي.",""
3621,34,15,"د سبا (قوم) لپاره د هغوى په هېواد كې (لويه) نښانه وه، ښۍ او كيڼې خواته دوه باغونه وو (ورته وويل شول) خورئ د خپل رب له روزۍ څخه او شكر يې وباسئ، دا پاكيزه ښار او هغه بخښونكى رب دى.",""
3622,34,16,"خو هغوى مخ واړولو نو يو زورور سيلاب مو ورباندې راخوشې کړ، او د هغوى دوه باغونه مو په داسې دوو باغونو وربدل كړل چې بې خونده مېوه، او د غز (ونې) او لږ څه بيره يې درلوده.",""
3623,34,17,"د هغوى په ناشكرۍ مو همدا بدله وركړه او موږ پرته له ناشكره بل چا ته (داسې) بدله نه وركوو.",""
3624,34,18,"او موږ د دوى او هغو كليو ترمنځ چې بركت مو پكې اچولى دى څه نور (په لاره) څرګند كلي هم آباد كړي او (د) تګ راتګ (پړاوونه) مو پكې اندازه كړي وو، (چې) د شپې او ورځې بې غمه پكې ګرځئ.",""
3625,34,19,"(خو) بيا هغوى وويل: زموږ ربه! زموږ سفرونه لرې كړه او په خپلو ځانونو يې ظلم وكړ نو بيا مو هغوى (پخوانۍ) کيسې وګرځول او په بشپړ ډول مو سره وپاشل، بې شكه په دې كې هرومرو د هر صبرناك شكر اېستونكي لپاره (ډېرې) نښانې دي.",""
3626,34,20,"او په رېښتيا چې ابليس پر هغوى خپل ګومان رښتيا وموند، چې د مؤمنانو له يوې ډلې پرته ډېرو يې پيروي وكړه.",""
3627,34,21,"او (حال دا چې) د ابليس خو پر هغوى كوم زور هم نه و، خو يوازې د دې لپاره چې معلوم كړو [خلکو ته] څوك په آخرت ايمان لري له هغو نه چې د آخرت په اړه په شك كې دي او ستا پالونکی په هر څه ساتونكى دى.",""
3628,34,22,"ووايه: راوبولئ كوم چې تاسي له الله پرته (معبودان) انګېرلي، هغوى خو د يوې ذرې په اندازه څه په واك كې نه لري، نه په آسمانونو كې او نه په زمكه كې او نه يې په دې دواړو كې څه برخه شته او نه له هغوى څوك د الله مرستندوى دى.",""
3629,34,23,"او د هغه پر وړاندې سپارښتنه هم چاته ګټه نه رسوي پرته له هغه چې اجازه يې ورته كړې وي، تر هغو چې له زړونو يې وېره لېرې شي، وايي: ستاسو رب څه وويل؟ (په ځواب كې) ورته وايي حق (يې وويل) او همغه ډېر اوچت او لوى دى.",""
3630,34,24,"ورته ووايه: تاسي ته له آسمانونو او زمكې څوك روزي دركوي؟ (خپله) ورته ووايه: الله، او دا چې په موږ اوتاسو کې څوک په پوره هدایت دی او يا څرګند بې لارېتوب کې دی.",""
3631,34,25,"ووايه: تاسي له هغو بدو نه پوښتل كيږئ چې موږ كړي وي او له هغو موږ نه پوښتل كيږو چې تاسو يې كوئ.",""
3632,34,26,"ووايه زموږ پالونکی به مو راغونډوي بيا به په حقه سره زموږ تر منځ پرېکړه كوي او همغه ډېر پوه ښه پرېکړه كوونكى دى.",""
3633,34,27,"ووايه: ماته راوښايئ هغه چې تاسو د شريكانو په توګه ورسره نښلولي دي، خو نه؛ بلکې په اصل كې برلاسى او د حكمت والا همغه الله دى.",""
3634,34,28,"او ته مو ټولو خلكو ته پرته له يو زېري وركونكي او وېروونكي بل څه نه يې لېږلى خو زياتره خلك نه پوهيږي.",""
3635,34,29,"او هغوى وايي: كه تاسو ریښتيني ياست نو دا ژمنه به كله وي؟",""
3636,34,30,"ووايه ستاسو لپاره د ژمنې يوه ټاكلې ورځ ده چې نه به يو ساعت ترې وروسته كېږئ او نه به وړاندې كېږئ.",""
3637,34,31,"او كوم كسان چې كافر شوي وايي هيڅكله به نه په دې قرآن ايمان راوړو او نه په هغه چې ترې مخكې و. او كه ته دا ظالمان ووينې چې د خپل رب په وړاندې درول شوي، يو بل ته خبره ورګرځوي، څوك چې كمزوري ګڼل شوي وو هغوى به لويي غوښتونكو ته وايي چې كه تاسو نه واى موږ به هرومرو مؤمنان وو.",""
3638,34,32,"لويي غوښتونكي به ضعيفانو ته وايي چې آيا له هغه وروسته هم موږ له هدايته ايسار كړي وئ چې درته راغى؟ خو نه په اصل كې (خپله) تاسو مجرمان وئ.",""
3639,34,33,"او (بيا به) كمزوري ګڼل شوي كسان لويي غوښتونكو ته وايي چې نه په اصل كې همدا ستاسو د شپې ورځې چلونه وو چې موږ ته مو امر كولو تر څو پر الله كفر وکړو او هغه سره شريكان وګرځوو، او كله چې عذاب وويني نو هغوى (ټول) به په پټه (ډېره) پښيماني وكړي، او كوم كسان چې كافر شوي دي په غاړو كې به يې ځنځيرونه ورواچوو، آيا هغوی ته له هغو عملونو پرته چې هغوى به كول د بل څه بدله وركول كيږي؟",""
3640,34,34,"او په هر كلي كې چې موږ څوك خبردارى وركوونكى لېږلى له دې پرته بل څه نه و چې سوكاله خلكو به يې ويل: له څه شي سره چې تاسي رالېږل شوي ياست موږ له هغه منكر يو.",""
3641,34,35,"او ويل به يې موږ په مالونو او اولادونو كې ډېر زيات يو او موږ په عذابېدونكي نه يو.",""
3642,34,36,"ووايه: په رېښتيا زما رب چا ته چې وغواړي روزي يې پراخوي او (يا يې) تنګوي خو زياتره خلك نه پوهيږي.",""
3643,34,37,"نه دي مالونه ستاسي او نه اولادونه ستاسي په هغه درجه کې چې موږ ته مو نزدې کړي په نزدیوالي سره، لیکن هغه چا چې ایمان راوړی وي اونیک عملونه یې کړي وي، پس دوی لره به د دوی د کړنې له امله دو چنده بدله وي، او هغوى به بې غمه په دنګو ماڼيو كې وي.",""
3644,34,38,"او كوم كسان چې زموږ د آيتونو په كمزوري كولو كې هلې ځلې كوي، هغوى په عذاب كې حاضرېدونکي دي.",""
3645,34,39,"ورته ووايه: یقینا زما رب روزي پراخوي چا ته چې وغواړي له خپلو بندګانو او (يا يې) ورته تنګوي او هغه څه چې تاسو يې (په خير كې) لګوئ نو هغه (الله) يې بدله دركوي او همغه تر ټولو ښه روزي وركونكى دى.",""
3646,34,40,"او هغه ورځ چې دوى ټول راغونډ كړي بيا به پرېښتو ته وايي آيا دې خلكو ستاسي عبادت كولو؟",""
3647,34,41,"هغوى به وايي: تا لره پاكي ده، ته زموږ دوست يې نه هغوى، (زمونږ عبادت یې نه دی کړی) بلکې د پېريانو عبادت یې کاوه زياترو يې پر هغوى ايمان درلود.",""
3648,34,42,"نو نن به تاسې د يو بل لپاره د هيڅ ګټې او تاوان واك نه لرئ او كومو خلكو چې ظلم كړى موږ به هغوى ته ووايو: (اوس) د هغه اور عذاب وڅكئ چې تاسو به درواغ ګڼلو.",""
3649,34,43,"او كله چې پر هغوى زموږ څرګند آيتونه لوستل كيږي، وايي دا بل څه نه دي پرته له يو داسې سړي چې غواړي له هغه څه مو راوګرځوي چې ستاسو پلرونو به یې عبادت کاوه، او وايي به: دا له ځانه جوړ شوو درواغو پرته بل څه نه دي. او كوم خلك چې كافر شوي دي كله چې حق ورته راغى (نو) ويلې دا خو له ښكاره كوډو پرته بل هيڅ نه دي!",""
3650,34,44,"موږ له تا مخكې دوی ته نه څه كتابونه وركړي وو چې هغه یې لوستل، او نه مو ورته څوك وېروونكى وراستولى و.",""
3651,34,45,"او له دوى مخكې خلكو هم (زموږ خبره) دروغ ګڼلې وه او هغوى ته مو چې څومره وركړي وو، دوى يې لسمې (برخې) ته هم نه دي رسېدلي خو چې زما رسولان يې دروغجن وګڼل نو بيا زما عذاب څنګه و؟",""
3652,34,46,"ورته ووايه: زه تاسي ته يوازې د يوې خبرې نصيحت كوم: دا چې الله ته دوه دوه ودرېږئ او (يا) يو يو، بيا (ښه) سوچ وكړئ، ستاسي په (دې) ملګري كې خو څه ليونتوب نشته، هغه خو د يو سخت عذاب پر وړاندې ستاسو لپاره له يو وېروونكي پرته بل څه نه دى.",""
3653,34,47,"ورته وايه: که څه مزدوري مې درڅخه وغوښته [په دې دعوت] هغه دې ستاسو وي، زما بدله له الله پرته پر بل چا نه ده، او همغه پر هر څه شاهد دى.",""
3654,34,48,"ووايه: بېشكه زما رب حق په کلکه بیانوي، پر پټو ډېر ښه پوه دی.",""
3655,34,49,"ووايه: حق راغى، او باطل (معبود) نه لومړی څه پيدا كړي دي او نه يې بيا پيدا كولاى شي.",""
3656,34,50,"ووايه: كه زه بې لارې شوى يم نو د بې لارې كېدو تاوان مې پر خپل ځان دى او كه په سمه لار يم نو د هغې وحي په واسطه چې زما رب يې راته كوي، بېشكه همغه ښه اورېدونكى رانېږدې دى.",""
3657,34,51,"که چیرته تا (دا حالت) لیدلای (ای مخاطبه!) چې كله ووېريږي [ملک الموت یا عذاب ورته راشۍ] پټېدلای به نه شي، او په كوم نېږدې ځاى كې به راګير كړى شي.",""
3658,34,52,"وايي به: موږ پرې ايمان راوړى دى، نو څرنکه به شي دوی لپاره (له مرګ وروسته د ایمان رانیول) له لېرې ځایه (له دنیا څخه)؟",""
3659,34,53,"حال دا چې مخکې ترې منكر شوي وو، او له لېرې ځايه به يې د غيبو ويشتل كول.",""
3660,34,54,"او د هغوى او غوښتنو تر منځ يې پرده جوړه شوې ده لكه چې لا مخکې يې په سيالانو دا كار شوى و، بېشكه هغوى هم په زړه نا زړه كوونكي شك كې وو.",""
3661,35,1,"الله لره ستاينه ده، له نوي سره د اسمانو او ځمكې پيدا كونكي (لره)، د دوه دوه، درې درې او څلورو څلورو وزرونو والا ملايكو استازى ګرځونكي (الله) لره، چې هغه په مخلوق كې څنګه غواړي هومره زياتوالى كوي يقيناً الله په هر څه قادر دى.",""
3662,35,2,"الله چې خلكو ته خپل څه رحمت را پرانيزي نو د هغه څوك بندوونكى نشته، او څه چې بند كړي نو بيا له ده وروسته يې څوك جاري كوونكى نشته او همغه برلاسى او د حكمت والا دى.",""
3663,35,3,"اې خلكو! الله چې پر تاسو څه پېرزوينه كړې هغه درياد كړئ، آيا له الله پرته كوم بل خالق شته چې له آسمان او ځمكې روزي دركړي؟ له هغه پرته كوم بل الله نشته، نو تاسو څنګه اړول كيږئ (له حقه).",""
3664,35,4,"او كه تا درواغجن بولي نو (خير) له تا مخكې هم (ډېر) رسولان درواغجن ګڼل شوي او ټول كارونه الله ته ورګرځول كيږي.",""
3665,35,5,"ای خلكو په رېښتيا د الله ژمنه رېښتينې ده نو (ګورئ) د دنيا ژوند مو ونه غولوي او غولوونكى (شيطان) مو په (حلم د) الله دوكه نه كړي.",""
3666,35,6,"بېشكه شيطان ستاسي لپاره دښمن دى نو په دښمنۍ يې ونيسئ، هغه خو خپله ډله دېته رابولي چې دوزخيان شي.",""
3667,35,7,"كوم كسان چې كافر شوي د هغو لپاره سخت عذاب دى او كوم كسان چې ايمان يې راوړی او ښه عملونه يې كړي د هغو لپاره مغفرت اولوى اجر دى.",""
3668,35,8,"آيا نو څوك چې بد عمل يې ورته ښكلى شوی بيا يې هغه غوره بولي (د ښه سړي په شان دى؟) نو بېشكه چا ته چې الله وغواړي بې لارې كوي يې او چاته چې وغواړي سمه لار ورښايي، نو د هغوى په غم كې خپل ځان له منځه مه وړه، په رېښتيا الله پر هغو كارونو ښه پوه دى چې هغوى يې كوي.",""
3669,35,9,"او الله هغه ذات دى چې بادونه راليږي بيا هغه (بادونه) ورېځې راپورته كوي بيا يې موږ يوې مړې (وچې) ځمكې ته بيايو چې په دې سره بيا هغه ځمكه له مرګه وروسته بېرته راژوندۍ كوو، په همدې ډول به بيا را ژوندي كېدل وي.",""
3670,35,10,"څوك چې عزت غواړي نو عزت خو ټول الله لره دى، (ټولې) پاكې خبرې (د الله ستاينې) همغه ته ورخېژي (خو) نېك عمل (الله) اوچتوي، او هغه كسان چې د بديو چلونه کوي، هغوى لپاره سخت عذاب دى او د دغو خلکو چلونه به (ټول) تباه كيږي.",""
3671,35,11,"الله تاسي له خاورې پيدا كړئ، بيا له نطفې، بيا يې ستاسي جوړې پيدا كړې (يعنې نر او ښځه). هېڅ ښځه نه حامله كېږي او نه ماشوم زېږوي مګر د الله په علم كې دي، او عمر نه ورکول کیږي هیڅ یوعمر ورکړل شوي لره او نه د چا په عمر كې څه كموالى راځي مګر په يو كتاب كې ليكل شوي دي، بېشکه الله لره دا ډېر آسانه دى.",""
3672,35,12,"او نه (هغه) دوه سمندرونه سره برابر دي، (چې) دا يو ډیر خوږ، په څښلو کې ښه تېرېدونكى او دا بل مالګين تريخ دى، او له هر يوه تاسو تازه غوښې خورئ او داسې ګاڼه ترې را وباسئ چې اغوندئ يې، او بېړۍ ګانې پكې وينئ چې څېروونكې (پكې روانې) دي، تر څو د هغه له پېرزوينې څه ولټوئ او د دې لپاره چې شكر وباسئ.",""
3673,35,13,"همغه (ذات) شپه په ورځ كې ننباسي او ورځ په شپه كې ننباسي او لمر او سپوږمۍ يې په كار اچولي دي، ټول تر ټاكلې نېټې پورې چليږي، الله همدا دى ستاسو رب، پاچايي هغه لره ده، او کوم شيان چې له هغه پرته يې تاسو رابولئ د كجورې د زړي د پوټكي څښتنان هم نه دي.",""
3674,35,14,"که تاسو یې را وبلئ، هغوی ستاسو اواز نه اوري، که یې واهم وري منلی یې نه شي، او د قیامت پر ورځ به ستاسو له شرک انکار کوي، او د با خبر (الله) په شان به دي هيڅوك خبر نه كړي.",""
3675,35,15,"اې خلكو تاسو الله ته اړ (محتاج) ياست او الله په خپله بې پروا ستايل شوى ذات دى.",""
3676,35,16,"كه وغواړي تاسو به له منځه يوسي او نوي خلك به راولي.",""
3677,35,17,"او دا پر الله باندې څه ګرانه نه ده.",""
3678,35,18,"او هيڅ بار وړونكى به د بل بار نه وړي، او كوم دروند باری كه خپل بار ته بل څوك رابولي نو د هغه هيڅ شى به نه شي پورته كولى كه څه هم خپلوان يې وي، بېشکه خبره دا ده چې ته يوازې هغه خلك وېرولاى شې چې په غيبو له الله وېريږي او لمونځ يې ودرولای وي، او چا چې ځان پاك كړ، نو د خپل ځان لپاره يې پاك كړ او ورتګ خو د الله په لور دى.",""
3679,35,19,"او نه برابریږي سره ړوند او لیدونکی.",""
3680,35,20,"او نه تيارې او رڼا.",""
3681,35,21,"او نه سيورى او نه تود باد.",""
3682,35,22,"او نه ژوندي او مړه سره برابريږي، بېشكه چا ته چې الله وغواړي وراوروي یې، او ته د هغو اوروونكى نه يې څوك چې په قبرو كې دي.",""
3683,35,23,"نه يې ته (ای محمده!) مګر ویروونکی.",""
3684,35,24,"پرته له شکه ته مو له حق سره زېرى وركوونكى او وېروونكى لېږلى يې او هيڅ يو داسې ولس به نه وي چې كوم وېروونكى پكې نه وې تېر شوى.",""
3685,35,25,"او كه هغوى دې درواغجن وبولي نو له هغوى مخكې خلكو هم (رسولان) درواغجن بللي وو، هغوى ته هم خپل رسولان له څرګندو نښانو، صحيفو او روښانه كتاب سره راغلي وو.",""
3686,35,26,"بيا مې ونیول هغه كسان چې كافران شوي وو، نو بيا څنګه و عذاب زما.",""
3687,35,27,"آيا نه وينې چې الله له آسمانه اوبه راتويې كړې دي چې بيا مو په هغو سره (ډېرې) مېوې را اېستې چې بېل بېل رنګونه يې دي، او له غرونو څخه هم ځينې لارې (يا ټوټې) دي، سپينې او سرې د بېلو بېلو رنګونو والا او څه تكې تورې.",""
3688,35,28,"او همدارنګه د خلكو، ځناورو او څارويو نه هم ځينې د بېلو بېلو رنګونو والا دي خو حقه خبره دا ده چې له الله يوازې د هغه پوه بندګان ډاريږي، بېشكه الله برلاسى او بخښونكى دى.",""
3689,35,29,"بې شکه كوم خلك چې د الله كتاب لولي، لمونځ یې ودرولای وي او څه چې موږ ور روزي كړي له هغو په پټه او ښكاره لګښت كوي، هغوى د يوې داسې سوداګرۍ هيله كوي چې هيڅكله به هلاکه نه شي [تاوان نكوي].",""
3690,35,30,"تر دې چې (الله به يې) اجرونه پوره وركړي او له خپله فضله به لا نور هم زيات وركړي، هغه له شک پرته بخښونكى احسان قبلوونكى دى.",""
3691,35,31,"او موږ چې تا ته له كتابه څه په وحي درلېږلې، همغه حق دي چې له هغه د مخكني كتاب تصديق هم كوي، بې شكه الله په خپلو بندګانو هرومرو ښه باخبر ليدونكى دى.",""
3692,35,32,"بيا مو هغه كسان د دې كتاب وارثان وګرځول چې له خپلو بندګانو مو را چاڼ كړي وو، نو له هغوی ځينې پر خپل ځان ظالمان، ځينې يې منځني او ځينې يې د الله په حكم (توفيق) سره نېكيو ته ور مخکې كېدونكي دي، همدا ډېر لوى فضل دى.",""
3693,35,33,"(هغه) د تل اوسېدلو باغونه دي چې دوى ورننوځي، په هغو كې به دوى ته د سرو زرو او ملغلرو بنګړي وراچول كيږي او پوښاك به يې هلته ورېښم وي.",""
3694,35,34,"او هغوى به ووايي هغه الله لره ستاينه ده چې له موږ يې خپګان لرې كړ، بې شكه زموږ پالونکی هرومرو بخښونكى احسان قبلوونكى دى.",""
3695,35,35,"همغه چې موږ يې په خپل فضل سره په تلپاتې كور كې مېشت كړو، چې (اوس) نه څه كړاو پكې رارسيږي او نه پكې ستوماني رارسي.",""
3696,35,36,"او څوك چې كافر شوي د هغوی لپاره د جهنم اور دى، نه به ورباندې پرې پرېکړه كيږي چې مړه شي او نه به يې څه عذاب ترې سپكيږي، هر نا شكره ته موږ همدا ډول سزا وركوو.",""
3697,35,37,"او هغوى به پكې چيغې وهي چې اې زموږ ربه! موږ وباسه چې ښه كارونه وكړو، هغسې نه چې موږ به كول (وبه ويلې شي) آيا موږ دومره عمر نه و دركړى چې (كه) څوك پكې څه درس اخلي، درس اخيستلاى شي او وېروونكى هم درغلى و، نو اوس يې (خوند) وڅكئ، د ظالمانو لپاره څوك مرستندوى نشته.",""
3698,35,38,"بې شكه الله د آسمانونو او ځمكې د غيبو عالم دى، بې شكه هغه د سينو پر رازونو ښه پوه دى.",""
3699,35,39,"الله همغه دى چې تاسو يې په ځمكه كې ځای ناستي ګرځولي ياست، نو چا چې کفر وکړ، كفر يې خپله پر هغه دى او كافرانو ته يې كفر د خپل رب پر وړاندې پرته له غضبه بل څه نه ور زياتوي، او كافرانو ته يې خپل كفر پرته له تاوانه بل څه نه ورزياتوي.",""
3700,35,40,"ورته وايه: د هغو شریکانو په اړه خبر راکړئ كوم چې تاسي له الله پرته رابولئ، را وښايئ چې هغوى د ځمكې (له شيانو) څه پيدا كړي دي؟ يا يې په آسمانونو كې څه شراكت دى؟ يا موږ هغوى ته كوم كتاب وركړى دى چې هغوى يې په څه دليل ولاړ دي؟ خو نه، په اصل كې دا ظالمان يو بل ته يوازې د دوكې ژمنې وركوي.",""
3701,35,41,"بې شكه الله آسمانونه او ځمكه (محكم) نيسي چې (له خپله ځايه) ونه خوځي او كه چېرې هغه دواړه بې ځايه شي نو له هغه پرته به يې هيڅوك هم ونه ساتي، په رېښتيا هغه ډېر د زغم والا بخښونكى دى.",""
3702,35,42,"او هغوى پر الله خپلې پخې پخې لوړې وکړې چې كه څوك وېروونكى ورته راشي نو بيا به هغوى هرومرو له نورو قومونو زيات ښه لار موندونكي وي، خو كله چې هغه بيا ورته راغلو نو له کرکې يې بل څه ورزيات نه كړل.",""
3703,35,43,"په ځمكه كې دلویي کولو او ناوړه دسيسو له امله، او ناوړه چلونه له خپل وړ كسانو پرته له چا راچاپېريږي، نو آيا هغوى له پخوانيو سره د شوي چلند پرته د بل څه انتظار كوي؟ نو د الله عادت لره خو به هيڅكله څه بدلون ونه مومې او نه به هيڅكله د الله عادت لره څه ګرځېدل ومومې.",""
3704,35,44,"آيا هغوى په ځمكه كې نه دي ګرځېدلي چې وويني د هغو خلكو پايله څنګه وه چې له هغوى مخكې وو، حال دا چې هغوى په قوت كې لاترې زيات وو، او الله داسې نه دى چې كوم شى به يې كمزورى كړى، نه په آسمانونو كې او نه په ځمكه كې، په رېښتيا هغه ډېر پوه ځواکمن دى.",""
3705,35,45,"او كه چېرې الله دا خلك په خپلو عملونو نيولاى نو د ځمكې پر مخ به يې يو ژوندى خوځېدونكى هم نه واى پرېښى خو هغه يې تر يوې ټاكلې نېټې پورې ځنډوي، بيا چې كله يې نېټه راورسيږي نو بې شكه الله پر خپلو بندګانو ښه ليدونكى دى.",""
3706,36,1,"يس [1]","[1] د سورت په پيل کې دغو مقطعاتو تورو کې د قرآن کريم اعجاز ته اشاره ده؛ ځکه چې په دې مشرکانو ته چلينج ورکړل شوی نو له مقابلې يې ناتوانه شول، په داسې حال کې چې دا قرآن له هماغو تورو جوړ شوی له کومو چې د عربو ژبه جوړه ده.
نو د قرآن په څېر د بل کلام راوړلو څخه د عربو ناتواني - سره له دې چې د نړۍ فصيح خلک وو- په دې دلالت کوي چي دا قرآن د الله له لوري وحي شوی دی."
3707,36,2,"قسم دی په قرآن حکمتونو والا باندې.",""
3708,36,3,"چې له شک پرته ته له رسولانو يې.",""
3709,36,4,"(او) پر نېغه لار (روان) يې",""
3710,36,5,"نازلول دي د زورور (ذات له خوا چې) رحم کوونکی دی.",""
3711,36,6,"تر څو ته يو داسې قوم ووېروې چى د هغوی پلرونه، نيكونه وېرول شوي نه وو او له دې كبله هغوى په غفلت كې غورځيدلي دي.",""
3712,36,7,"بیشکه په زياترو باندې (د عذاب) خبره رېښتيا شوې ده نو (اوس) هغوى ايمان نه راوړي.",""
3713,36,8,"موږ د هغوی په غاړو كښې طوقونه اچولي دي چې د هغوى تر زنو پورې رسيدلي دي له دې امله هغوى سرونه پورته نيولي ولاړ دي.",""
3714,36,9,"او د هغوى مخې ته مو هم دېوال جوړ كړى او تر شايې هم دېوال او پرده مو پر (سترګو يې) اچولې نو (اوس) هغوى څه نه ويني.",""
3715,36,10,"او پر دوى برابره ده که ته هغوى ووېروې او كه يې ونه وېروې، په هېڅ صورت هغوى ايمان نه راوړي.",""
3716,36,11,"بیشکه ته هغه څوك ډارولاى شې چې په دې نصيحت پسې روان وي او په غيبو له رحمانه ويريږي، نو همغه ته د بخښنې او پتمن اجر زېرى وركړه.",""
3717,36,12,"بېشكه همدا موږ مړي راژوندي كوو او هغه څه (عملونه) ليكو چې وړاندې يې لېږلي او چې وروسته يې پاتې دي او دا هر څه مو په يو څرګند كتاب كې شمېرلي دي.",""
3718,36,13,"او هغوى ته يوه بېلګه بيان كړه، د هغه كلي د خلكو چې كله (ډېر) رسولان ورغلي وو.",""
3719,36,14,"هغه وخت چې دوه كسان مو ورولېږل خو چې هغه دواړه يې درواغجن وبلل نو بيا مو يې په درېيم سره پياوړي کړل نو هغوى (درې واړو) وويل: په رېښتيا موږ تاسي ته رالېږل شوي استازي يو.",""
3720,36,15,"دوى وويل تاسو خو زموږ په شان له يو بشر پرته بل څوك نه ياست او نه رحمان (الله) څه رانازل كړي دي، تاسو بل څه نه ياست، يوازې درواغ واياست.",""
3721,36,16,"رسولانو وويل: زموږ رب پوهېږي موږ هرومرو تاسي ته د پيغمبرانو په توګه لېږل شوي يو.",""
3722,36,17,"اوپر موږ باندې له روښانه څرګند پيغام رسولو پرته نور مسئوليت نشته.",""
3723,36,18,"هغوى وويل: موږ پر تاسو بد فال نيولى (نو) كه ايسار نه شوئ هرومرو به مو په كاڼو وولو او زموږ له لاسه به دردوونکی عذاب در ورسي.",""
3724,36,19,"وېلې: ستاسو سپېروالی خپله تاسي سره دى، آيا (په دې كې سپېروالی دى) چې تاسو ته نصيحت وشو؟ نه، په اصل كې تاسي خپله زياتى كوونكي ياست.",""
3725,36,20,"او د هغه ښار له يو لېرې ځايه يو سړى په منډه راغى وېلې: ای زما قومه! په دغو رسولانو پسې لاړ شئ.",""
3726,36,21,"دهغه چا پيروي وكړئ چې له تاسي څخه څه اجر نه غواړي او پر سمه لار دي.",""
3727,36,22,"او څه دې مالره چې د هغه ذات بندګي ونه كړم چې زه یې پيدا كړى يم او د هغه لوري ته ستاسي ټولو ورګرځېدل دي.",""
3728,36,23,"آيا له هغه پرته نور داسې معبودان ونيسم چې كه رحمان ما ته څه تاوان رسول غواړي نو د هغوى سپارښت را څخه نه څه ايسارولاى شي او نه مې بچ كولاى شي.",""
3729,36,24,"(كه زه دا كار وكړم) نو زه به په دغه وخت څرګنده ګمراهۍ كې یم.",""
3730,36,25,"ما خو ستاسي په رب باندې ايمان راوړى تاسي هم زما خبره واورئ.",""
3731,36,26,"ورته وويل شو: جنت ته ننوځه! وېلې كاشكى زما قوم پوهېدلاى.",""
3732,36,27,"په دې چې زما رب زه وبخښلم او په عزتمنو كې يې شامل كړم.",""
3733,36,28,"او له هغه وروسته مو نه د ده په قوم له اسمانه كوم لښكر راكوز كړ او نه يې موږ راكوزونكي وو.",""
3734,36,29,"هغه (عذاب) له يوې چيغې پرته بل څه نه و چې بيا يو دم هغوى يخ مړه پراته وو.",""
