"Translation Info:
#---------------------------
3577,33,44,"Indamutso y’abemeramana mu Bwami bw’ijuru, umusi bahuye n’Imana Allah, ni indamutso y’amahoro n’itekane; Yaranabateguriye n’impembo nziza yubashwe y’Ubwami bw’ijuru.",""
3578,33,45,"Ewe Muvugishwamana! Mu vy’ukuri Twebwe Allah, Twakurungitse kugira ubere icabona abantu warungitsweko, ko wabashikirije koko ubutumwa, maze ushikirize inkuru nziza ihumuriza abameramana ko bazohabwa Ubwami bw’ijuru, wongere ugabishe n’ibigaba ku bihano vy’Imana Allah;",""
3579,33,46,"No kugira rero urarikire n’abantu kwemera no gusenga Imana Imwe Rudende Allah ku burenganzira bwayo, ubabere n’itara ribamurikira inzira y’ukuri.",""
3580,33,47,"Shikiriza rero, inkuru nziza ihumuriza abemeramana ko bagenewe n’Imana Allah impano rutura mu Bwami bw’ijuru;",""
3581,33,48,"Kandi ntukumvire namba abagarariji n’indyarya mu biciye kubiri n’ingingo z’ubwislamu, irengagize ibangamira ryabo, maze ushishikare gushikiriza ubutumwa, uheze wishimikize Imana Allah uyizere. Burya Imana Allah, Irakwiye kuba Umuhagarikizi Agukingira ibikubangamiye kw’isi no mu buzima bw’inyuma yo gupfa.",""
3582,33,49,"Emwe bemeye Imana Allah n’Intumwa yayo bakubahiriza n’amabwirizwa yayo! Nimwashingirwa abemeramanakazi, hanyuma mukahukana na bo imbere yuko murangurana amabanga y’abubatse, muri ico gihe nta kwaramira ukwahukana muzobaharurako. Muraheza rero mugire ico mubatekereye mwisunze ubushobozi bwanyu, maze mwahukane na bo ku neza[14].","[14] Iryo tekererwa ry’umukenyezi yahukanye, ni ingingo yubahirizwa mu ntumbero yo gushumbusha nya mukenyezi yahukanye ku mvo zitamuvuyeko."
3583,33,50,"Ewe Muvugishwamana! Mu vy’ukuri Twebwe Allah, Twarakurekuriye kwabira abakenyezi wakoye, abo ugaba ukaganza mu ncoreke waronkejwe n’Imana Allah mu minyago, abakobwa ba sowanyu n’abakobwa ba nyogosenge, hamwe rero n’abakobwa ba nyokorome n’abakobwa ba nyokwanyu bimukanye na we bakaja i Madina. Twakurekuriye no kwabira umukenyezi w’umwemeramanakazi mu gihe yokwiha ubwiwe ata nkwano arinze gusaba, mu gihe wokenera wewe nyene kumwabira. Muvugishwamana! Iyi ngingo, ni wewe gusa yagenewe, nta n’uwundi n’umwe mu bemeramana yega. Ni ukuri Twebwe Allah, Turazi neza ingingo Twashingiye abemeramana zijanye n’abakenyezi babo n’incoreke bagaba bakaganza; ko barekuriwe kwabira gushika kuri bane mu bakenyezi, hamwe rero n’igitigiri bipfuza mu ncoreke, mu gihe bobaha inkwano zabo hakaba hari umushingizi n’ivyabona. Izo ngingo rero zikworohereza kwabira ku buryo butarekuriwe abandi, zashinzwe kugira ntugire akangonongono mu kwabira bamwe mu migwi y’abakenyezi wipfuza. Burya Imana Allah, Yamye ari Nyenikigongwe-ntangere ku bigaya, Nyenimbabazi ku batoni bayo.",""
3584,33,51,"Urarindiriza izamu ryo gutahira uwo ushatse mu bakenyezi bawe, ukanakira kw’izamu muri bo uwo ushatse, n’uwo ushatse kwakira muri bo izamu ryiwe ritaragera, nta caha kuri wewe; iryo hitamwo ry’izamu hagati yabo, ni ryo rituma bagumiza umutima mu nda bakagira n’akamwemwe, maze bose bagashimishwa n’igaburwa ry’izamu wabahaye. Imana Allah rero, Irazi neza ibiri mu mitima yanyu mwebwe abagabo, bituma muhengamira kuri bamwe mu bakenyezi banyu. Burya Imana Allah, Yamye ari Nyenubumenyikurivyose, Nyenubwitonzi-ntangere, ntiyihutira guhana ibigaba.",""
3585,33,52,"Muvugishwamana! Kuva ubu rero, nturekuriwe kwabira abagore mu nyuma y’abakenyezi bawe ufise, ntunarekuriwe no kwahukana na bo ngo uheze wabire abandi mu kibanza c’abo[15], n’aho woshimishwa n’ubwiza bw’abo ushaka kwabira, kiretse mu gihe boba ari mu bo ugaba ukaganza mu ncoreke. Burya Imana Allah, Yamye ari Mureretsi w’ivyo mugira.","[15] Iyi ngingo yashinzwe n’Imana Allah mu ntunbero yo kwubaha no kwubahiriza abakanyezi b’Intumwa, kuko bahisemwo Imana Allah n’Intumwa yayo n’ubuzima bw’inyuma yo gupfa ha guhurumbira ibihendamaso vy’isi."
3586,33,53,"Emwe bemeye Imana Allah n’Intumwa yayo bakubahiriza n’amabwirizwa yayo! Ntimukinjire mu mihana y’Umuvugishwamana mutabanje kudodora ngo abemerere kwinjira, anabazimane ku mfungurwa mutarinze guteramira mu kurindira ko zisha; ariko mu gihe mwotumirwa murinjira, maze mufungure. Mumaze gufungura rero, muraca mukura meza mutarinze guteramira ku kiyago, mu vy’ukuri uguteramira mu mihana yiwe mu kurindira ko imfungurwa zisha, hamwe no guteramira ku kiyago muhejeje gufungurirwa, birageramira Umuvugishwamana akagira isoni zo kubasohora kandi abifitiye uburenganzira; mu vy’ukuri Imana Allah, ntigira isoni zo kugaragaza ukuri. Nihagira rero ibintu nkenerwa mu dukoresho two mu nzu n’ibindi mwipfuza gusaba abakenyezi b’Intumwa, murabisabira inyuma y’ipaziya. Ivyo rero, ni vyo vyeza cane imitima yanyu n’imitima yabo, mu kutagira akarigangamuhogo k’inyoshambi, kanatsinda ntimukwiye kubangamira namba Intumwa mu mvugo canke mu ngiro, eka ntimunarekuriwe namba mu nyuma yayo kwabira abakenyezi bayo, kuko ari abavyeyi banyu. Mu vy’ukuri, ukubangamira Intumwa kwanyu mu mvugo canke mu ngiro, hamwe no kwabira abakenyezi bayo mu nyuma yayo, ni icaha rutura ku Mana Allah.",""
3587,33,54,"Bantu! Muramutse museruye ikiri ku mutima mu vyo mubuzwa, mu kubangamira Intumwa canke mukakigira ibanga ryanyu, ni ukuri Imana Allah ni Nyenubumenyikurivyose, nta kiyinyegeje mu vyo muserura no mu vyo muhisha, kandi Izobibahembera.",""
3588,33,55,"Nta caha kiri ku bagore bemera Imana Allah, mu kutitwikira mu gihe bari kumwe na ba se, bari kumwe n’abahungu babo, basaza babo, abahungu ba basaza babo canke ba benewabo, bari kumwe n’abemeramanakazi hamwe rero n’abo bagaba bakaganza mu bashumba babo. Ivyo bikaba biri ukwo, kuko bakenerana kenshi mu dukorwa twabo twa misi yose. Bemeramanakazi! Nimwikingire ibihano vy’Imana Allah, mu kutarenga ku mabwirizwa yayo[16]. Mu vy’ukuri Imana Allah, Irabona neza ibikorwa vyose vy’ibiremwa; ibihishije n’ibigaragara, kandi Izobibihembera.","[16] Amabwirizwa abakenyezi b’abemeramanakazi babuzwa kurengako ng’aha, ni ukugaragariza ibisharizo bambaye abatarekuriwe kubibona, hamwe rero no kutitwikira mu gihe bari kumwe n’abatarekuriwe kubabona mu bagabo n’abagore batitwikiriye."
3589,33,56,"Mu vy’ukuri Imana Allah, Irahayagiza Umuvugishwamana (nyakugira amahoro n’impuhwe z’Imana Allah) ku batoni bayo mu bamalayika; abamalayika bayo na bo bakamuhayagiza banamusabira kuri Yo. Emwe bemeye Imana Allah n’Intumwa yayo bakubahiriza n’amabwirizwa yayo! Ni kuri izo mvo rero zo kwubaha no kwubahiriza uyo Muvugishwamana, mutegetswe kumusabira amahoro n’impuhwe z’Imana Allah[17].","[17] Harakiriwe uburyo bwinshi bwo gusabira amahoro n’impuhwe Umuvugishwamana Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah); muri bwo, ni ubu bukurikira: “ALLAAHUMMA SWALLI ALAA MUHAMMADIN WA'ALAA AALI MUHAMMADIN KAMAA SWALLAYTA ALAA IBRAAHIIMA WA'ALAA AALI IBRAAHIIMA, INNAKA HAMIIDUN MAJIIDUN. ALLAAHUMMA BAARIK ALAA MUHAMMADIN WA'ALAA AALI MUHAMMADIN KAMAA BAARAKTA ALAA IBRAAHIIMA WA'ALAA AALI IBRAAHIIMA, INNAKA HAMIIDUN MAJIIDUN”. (Ewe Mana yanje Rurema Allah! Hundagaza impuhwe zawe ku Ntumwa Muhamadi n'umuryango w'Intumwa Muhamadi, nk'uko Wahundagaje impuhwe zawe ku Ntumwa Ibrahimu n'umuryango w'Intumwa Ibrahimu. Mu vy'ukuri Wewe, ni Nyenugushimagizwa, Nyeniteka. Ewe Mana Yanje Rurema Allah! Hezagira Intumwa Muhamadi n'umuryango w'Intumwa Muhamadi, nk'uko Wahezagiye Intumwa Ibrahimu n'umuryango w'Intumwa Ibrahimu. Mu vy'ukuri Wewe, ni Nyenugushimagizwa, Nyeniteka)."
3590,33,57,"Mu vy’ukuri, abashavuza Imana Allah mu kuyibangikanya no mu kurenga ku mabwirizwa yayo, bakabangamira n’Intumwa yayo mu mvugo no mu ngiro, baravumwe n’Imana Allah kw’isi no mu buzima bw’inyuma yo gupfa, Yaranabateguriye n’ibihano bisuzuguza mu buzima bw’inyuma yo gupfa.",""
3591,33,58,"Na barya babangamira abemeramana n’abemeramanakazi mu mvugo n’ingiro, babahora icaha batigeze bakora, ni ukuri biremeka ikinyoma ceruye hamwe n’icaha kigaragara bazohanirwa mu buzima bw’inyuma yo gupfa.",""
3592,33,59,"Muvugishwamana! Bwira abakenyezi bawe, abakobwa bawe hamwe n’abakenyezi b’abemeramana, barenze ku mutwe umwitwikiro upfuka mu maso no mw’izosi gushika ku gikiriza; ukwo kwitwikira rero, ni ukugira abakenyezi biyubahirize banamenyekane, maze ntibabangamirwe n’ibihumbu. Burya Imana Allah, Yamye ari Nyenikigongwe-ntangere ku bigaya, Nyenimbabazi ku batoni bayo.",""
3593,33,60,"Indyarya, abanyengeterewe mu mutima n’indwara yo kwamana amakenga, hamwe rero na ba gateranya barazwa ishinga no gukwiragiza ibihuha mu gisagara ca Madina, mu ntumbero yo gutera akaguma, ni ukuri nibatateshwa bagata, Tuzokugomorera kuri bo maze ubomore, hanyuma ntibazokumarana muri nya gisagara kiretse akanya gato;",""
3594,33,61,"Baheze bavumwe n’Imana Allah aho bazoba bari hose. Nibatavavanura n’izo ngeso mbi rero, bazofatwa bagirwe imbohe, bicwe nya kwicwa.",""
3595,33,62,"Ni uko vyamye rero ku ndyarya n’abarazwa ishinga no gukwiragiza ibihuha mu ntumbero yo gutera akaguma mu b’aho hambere, ko Imana Allah Yabahanisha gufatwa bakagirwa imbohe, bakanicwa aho hose bari mu gihe batavavanuye n’izo ngeso. Ntumwa y’Imana! Genda ugendereze, nta hantu na hamwe uzosanga Twarigeze kudohoka ku ngingo yo guhana indyarya na ba gateranya.",""
3596,33,63,"Ntumwa y’Imana! Abantu barakubaza ku bijanye n’isango umuhero w’isi uzoshikirako mu ntumbero yo guhakana. Bakurire inkoni ku gishitsi, maze ubabwire uti: “Ni ukuri ubumenyi bw’isango ry’umuhero w’isi, buzwi gusa n’Imana Allah”. Mbega Ntumwa y’Imana! Wobibwirwa n’iki, kumbure hari n’aho isango rya nya muhero w’isi ryoba riri hafi gushika!",""
3597,33,64,"Mu vy’ukuri Imana Allah, Yaravumye abagarariji mu buzima bwo kw’isi no mu bw’inyuma yo gupfa, Iranabategekaniriza mu buzima bw’inyuma yo gupfa umuriro wama wegenyejwe;",""
3598,33,65,"Bazowugumamwo ibihe bidahera mu bihano vyamaho, ntibazoronka umuhagarikizi n’umwe abakura mu bihano, eka nta n’uwubatabara mu kubibakingira bazoronka;",""
3599,33,66,"Umusi bahindukijwe mu maso bari muri nya muriro, bazovuga bajumarariwe n’ukwihebura n’akantu bati: “Amagorwa arama yemwe! Ese iyo tumenya tukumvira Imana Allah, tukumvira n’Intumwa yayo tukiri kw’isi, ntitwari kubona ayo tubonye!”.",""
3600,33,67,"Abagarariji kuri uwo musi, bazovuga bati: “Mana yacu Rurema Allah! Mu vy’ukuri twebwe, twarumviye abubahwa hamwe n’indongozi zacu mw’igarariza no mw’ibangikanyamana, baraheza baraduhubisha inzira y’ukwemera uburongozi bwawe;",""
3601,33,68,"Mana yacu Rurema Allah! Turagusavye rero Ubahe ibihano bigwijwe incuro zibiri ku vyo Uduha, Wongere Ubavume nya kubavuma”.",""
3602,33,69,"Emwe bemeye Imana Allah n’Intumwa yayo bakubahiriza n’amabwirizwa yayo! Ntimukabangamire Intumwa y’Imana mu mvugo canke mu ngiro; ntimukabe nk’ababangamiye Musa mu kumutyoza, maze Imana Allah Iramweza. Musa rero, yari n’Intumwa yubashwe ku Mana Allah.",""
3603,33,70,"Emwe bemeye Imana Allah n’Intumwa yayo bakubahiriza n’amabwirizwa yayo! Nimugamburukire Imana Allah mu kwubahiriza amabwirizwa yayo, maze muvuge amajambo aroranye mu bihe vyose;",""
3604,33,71,"Muri ico gihe, Imana Allah Izobatunganiriza ibikorwa vyanyu, Yongere Ibagumirize akabanga ku vyaha vyanyu Ibababarire. Uwo wese rero yumviye Imana Allah n’Intumwa yayo mu gushira mu ngiro amabwirizwa yayo, ni ukuri azoronka intsinzi ihambaye y’Ubwami bw’ijuru.",""
3605,33,72,"Mu vy’ukuri Twebwe Allah, Twarasavye amajuru, isi hamwe n’imisozi ko vyogira ububasha bwo guhitamwo kwubaha no kwubahiriza imbitso y’amabwirizwa, maze amajuru, isi hamwe n’imisozi biranka kuyiremeka, biranagira n’impungenge zo kudashobora kuyubahiriza. Ni ho rero, umuntu yakanagara aremera kwiremeka nya mbitso; mu vy’ukuri umuntu, yamye yirenganya kenshi akaba n’ikijujute ruhebwa.",""
3606,33,73,"Uguhitamwo kw’umuntu kwiremeka no kwubahiriza nya mbitso, kwahavuye kuba ari yo mvo yo kugira Imana Allah Ihane indyarya n’indyaryakazi, hamwe rero n’ababangikanyamana n’ababangikanyamanakazi, Iheze Yumvire ukwigaya kw’abemeramana n’abemeramanakazi, Inabagumirize n’akabanga ku vyaha vyabo, Iheze Ibababarire. Burya Imana Allah, Yamye ari Nyenikigongwe-ntangere ku bigaya, Nyenimbabazi ku batoni bayo.",""
3607,34,1,"Nihashimagizwe Imana Allah Yo Mugabe w’ibiremwa vyose biri mu majuru, n’ibiri mw’isi n’ibiri hagati yavyo; ni Yo Nyenegushimagizwa mu buzima bw’inyuma yo gupfa, ni na Yo Ntungane mu vyo Ikora, Muhetuziwavyose;",""
3608,34,2,"Irazi neza ibinyikira mw’isi nk’amama y’imvura n’ibindi[1]; ibiva mw’isi nk’ibimera, ubutare n’amazi n’ibindi; ibimanuka biva mw’ijuru nk’imvura, abamalayika n’Ibitabu, n’ibindi; ibiduga bija mw’ijuru nk’abamalayika, ibikorwa vy’ibiremwa, n’ibindi; ni na Yo rero Nyenimbabazi ku batoni bayo, Nyenikigongwe-ntangere ku bigaya.","[1] Nk’abapfuye n’ibindi bitagira ubuzima."
3609,34,3,"Abagararije bagahakana bivuye inyuma izurwa ry’ibiremwa, barinamuye bati: “Nta muhero w’isi uzodushikira pe!”. Ntumwa y’Imana! Babwire uti: “Oya, murihenda cane! Ndarahiye kw’izina ry’Imana yanje Rurema Allah, ni ukuri umuhero w’isi uzobashikira ukuri kwamye, mu nyuma muzuke. Ni uko rero, nta wuzi isango ryawo atari Imana Allah Rumenyi w’ibinyegejwe ibiremwa, nta na kimwe rero kiyinyegeje n’aho coba kingana n’akanyegeri kinyegeje mu majuru canke mw’isi, eka nta n’akantu kanzunya kari musi y’akanyegeri canke kanini kuruta, kiretse ko nya kantu kanditswe mu vyagezwe n’Imana Allah, mu Gitabu nyezina canditswemwo ivyagezwe n’ishirwa mu ngiro ryavyo “Lawhu Mahfuudhw”.",""
3610,34,4,"Umuhero w’isi rero uzobashikira, mu nyuma muzuke kugira Imana Allah Ihembe abayemeye bagakurikira Intumwa yayo, bakanakora n'ivyiza bitegetswe. Abo, ni bo rero bazogumirizwa akabanga ku vyaha vyabo, baheze bababarirwe mu buzima bw’inyuma yo gupfa, bazonaronka n’impano zubashwe kandi zamaho mu Bwami bw’ijuru.",""
3611,34,5,"Nayo abakoresheje urwenge mu kubeshuza Aayah zacu za Qor’ani ngo bazirwanye, maze bahakane n’Intumwa zacu bivuye inyuma, bibwira ko bazotunaniza Twebwe Allah, abo, ni bo bantu rero bagenewe ibihano bisuzuguza bibabaza mu muriro wa Jahannamu.",""
3612,34,6,"Abahawe ubumenyi barazi neza ko Qor’ani wamanuriwe ari kwo kuri kudahinyuzwa, irongora mu nzira igororotse y’Imana Allah Nyenintsinzi-Mutaneshwa, Nyenugushimwa, Ishimwa mu bihe vyose ku mazina, ku matazirano no ku bikorwa vyayo.",""
3613,34,7,"Abagararije babwiranye hagati yabo n’itebura n’akantu bati: “Mbega mwodukundira tukabarangira umuntu ababwira ko nimwamara gupfa mugacika ubunywenywe, muzoheza mukaremwa bushasha maze mukazuka!",""
3614,34,8,"Mbega arementaniriza nkana Imana Allah canke yarakehewe n’ubwenge![2]”. Haba namba! Si nk’ukwo rero abagarariji bavyibaza, ahubwo Muhamadi ni Intumwa akaba n’Imvugakuri koko. Ahubwo abatemera izurwa ry’ibiremwa mu buzima bw’inyuma yo gupfa ngo babwitegurire, bazoja mu bihano vyamaho; bari no mu muzimagiza uri kure cane y’ukuri.","[2] Ivyo babivuga batebura ku Ntumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) mu ntumbero yo guhakana no kwiyamiriza ko ata zurwa ry’ibiremwa ribaho."
3615,34,9,"Mbega ntu, abagarariji ntibabona ibibakikije mw’ijuru no kw’isi, ibisiga ubwenge bwabo, vyerekana ubushobozi n'ububasha vy’Imana Allah! Dushatse rero Twebwe Allah, Twobafuririra mu kuzimu; nk’uko Twabigiriye Qaaruuni, canke Tukabamanurira ibihano biturutse hejuru; nk’uko Twabigize ku bantu ba Shu’ayibu bahitanwe n’umuriro uturutse hejuru urabaturira! Mu vy’ukuri, muri ivyo vyose rero, ni ukuri harimwo ivyemezo vyerekana ubushobozi n'ububasha vyacu, ku muntu wese yikebuka akigaya yicishije bugufi ku Mana Allah.",""
3616,34,10,"Ni ukuri Twebwe Allah, Twarahaye Dawudi impano y’ubutumwa, Igitabu n’ubumenyi, Turaheza Tubwira imisozi n’inyoni Duti: “Mwa misozi mwe hamwe n’inyoni! Nimwitabirire hamwe na Dawudi ininahaza n’itaziramana”. Twaranamworohoreje icuma mu kukiyonza akagihingura nk’uko ashatse.",""
3617,34,11,"Twaranamuhaye intumbero mu vyo ahingura Duti: “Hingura impuzu zikingira umubiri wose mu ndwano, kandi ziremurutse zihinguwe ku rugero rukenewe. Hanyuma muheze rero, wewe n’umuryango wawe mukore ivyiza bitegetswe. Mu vy’ukuri, Jewe Allah Ndabona neza ivyo mukora, Ndi Nyenukubona”.",""
3618,34,12,"Twaranorohereje Sulayimani kwikora ku muyaga mu gihe ari ku rugendo, aho urugendo rw’ukwezi yarugenda mu gice c’umurango, mu kindi gice c’umurango akagenda urugendo rusanzwe rumara ukwezi nyene. Twaramworohereje kandi kuyonza ubutare bw’umujumpu akabuhingura nk’uko ashatse, Turanamworohereza no gukoresha Amajini mu bikorwa yipfuza, ku bushobozi bw’Imana yiwe Rurema Allah, kandi uwuhirahiye muri nya Majini agaca kubiri n’ibwirizwa ryacu Twebwe Allah mu kutumvira Sulayimani, Tuzomuhonja ibihano vy’umuriro wama wegenyejwe;",""
3619,34,13,"Nya Majini yakorera Sulayimani ivyo ashaka mu kwubaka imisigiti, no mu guhingura ibintu mu butare bw’umujumpu n’ubw’ikiyo, amabakuri maninimanini yagutse nk’icogo, inkono z’impange amahanga zitigera ziva aho zihinguriwe ku bunini bwazo. Ni ho rero Twavuga Duti: “Ewe muryango wa Dawudi! Nimukore mwubahiriza amabwirizwa yanje Jewe Allah mu ntumbero yo gushima inema zanje”. Burya rero, ni bake cane mu baja banje banshimira cane[3].","[3] Umuryango wa Dawudi rero, wari muri abo baja bake bashimira cane Imana Allah."
3620,34,14,"Igihe rero Twebwe Allah Twiciye Sulayimani, nta camenyesheje Amajini ko yapfuye, kiretse umuswa wariye inkoni yari yishimikije aca arahenuka. Sulayimani amaze kugwa hasi, ni ho rero ya Majini yatahura ko iyo aba azi ibinyegejwe ibiremwa, atari kuguma mu bihano vyo gukoreshwa na Sulayimani ku kwibwira ko akiri muzima kandi yapfuye kera[4].","[4] Iyi Aayah, iremeza ko Amajini atazi na kimwe mu binyegejwe ibiremwa “ILMU L-GHAYB”, kuko iyo Amajini aba azi ibinyegejwe ibiremwa, Amajini yakoreshwa na Sulayimani aba yaramenye ubwayo urupfu rwa Sulayimani, agaheza akareka kuguma mu bikorwa, yibaza ko Sulayimani aho yari ahagaze yishimikije inkoni, ayabona kandi yari yapfuye kera."
3621,34,15,"Ni ukuri, ku mihana y’abantu bo mu bwoko bw’Abasaba-i bigeze kuba muri Yemeni, harimwo icemezo cerekana ubushobozi bwacu Twebwe Allah. Kuri nya mihana, hari imirima ibiri itotahaye; umurima umwe wari ku ruhande rw’iburyo bw’ahari urugomero mu kabande, uwundi na wo ukaba wari ibubamfu bwa nya kabande. Abantu b’Abasaba-i babwiwe bati: “Nimufungure rero mu bibabeshaho mwaronkejwe n’Imana yanyu Rurema Allah, muheze muyishimire, mwahawe igihugu gihimbaye c’akanovera n’akayaga keza, mugira n’Imana Nyenimbabazi-ntangere Allah”.",""
3622,34,16,"Ni ho rero Abasaba-i birengagiza amabwirizwa no gushimira Imana Allah, barahakana bivuye inyuma Intumwa zayo, Duca Tubarungikira imyuzurire isenyura rwa rugomero, ihitana na ya mirima ibiri itotahaye, ahari nya mirima Tuhasubiriza iyindi mirima ibiri imera ivyamwa vy’umururazi binuka kubi, irimwo n’ibiti vy’inkokore bitagira ivyamwa namba, hamwe rero n’ibiti bike vya Sidiri bifise amahwa menshi.",""
3623,34,17,"Icabakuye amata mu kanwa, bakarumanga bahora basomera, ni ubugarariji bwabo no kudashimira Imana Allah. Burya Twebwe Allah, ntiduhana ngo duhashe kiretse abimonogoje mu bugarariji no mu kwihakana inema zacu.",""
3624,34,18,"Twaranashize ibisagara vy’urutavanako hagati y’igihugu c’Abasaba-i n’uducimbiri Twahezagiye muri Shaamu, Tugira n’urugendo hagati y’igisagara n’ikindi kuba urugendo rworoshe, ruzwi igituro ruherako n’ikiringo rumara, Turaheza Tubabwira Duti: “Nimwishire mwizane rero mutekaniwe mu ngendo mugira hagati y’ivyo bisagara, maze muzigire ku mwanya wose mwipfuza, haba mw’ijoro canke ku murango”.",""
3625,34,19,"Bamaze kworoherwa mu buzima bakarengwa, bavuze n’agahimbo n’akantu bati: “Mana yacu Rurema Allah! Dushirire kure na kure ibituro vy’ibisagara vyacu, maze dufate urugendo rurerure ata gituro ducako mu nzira turonkerako induhuro canke impamba”. Ni ho rero birenganya mu kugarariza, Duca Turabahana, maze Tubagira inkebuzo n’akayazwe ku bakurikiye mu nyuma, Turaheza Turabashwiragiza nya kubashwiragiza. Mu vy’ukuri mu vyashikiye Abasaba-i, ni ukuri harimwo ivyemezo n’inkebuzo ku muntu wese yigumya mu vyago, ashima inema z’Imana Allah.",""
3626,34,20,"Ni ukuri Ibilisi, yaribwiye ko azohubisha Bene Adamu bakamwumvira mu gucumura ku Mana Allah, maze icipfuzo ciwe kuri bo kija mu ngiro, Bene Adamu baramwumvira, kiretse umugwi w’abemeramana bagamburukira Imana Allah mu gushira mu ngiro amabwirizwa yayo.",""
3627,34,21,"Hamwe n’ivyo rero, Ibilisi nta bubasha afise bwo guhatira abagararije ku bugarariji, ariko mu vyagezwe, aratera inyoshambi Bene Adamu, kugira Twebwe Allah Tugaragaze mu vyo Dusanzwe Tuzi, uwemera n’uwutemera afise amakenga kw’ihembwa ry’ibiremwa n’izurwa ryavyo mu buzima bw’inyuma yo gupfa. Burya Imana yawe Rurema Allah, ni Umubungabunzi w’ikintu cose mu bikorwa vy’ibiremwa, kandi Izokibihembera.",""
3628,34,22,"Ntumwa y’Imana! Bwira ababangikanyamana uti: “Enda nimusabe abo mwibaza ko babangikanije[5] n’Imana Allah mukabasenga mu gishingo cayo, muheze rero mubiture mu kubasaba ngo babatunganirize ivyanyu. Eka ntibazobumvira namba kuko ata co bagaba haba mu majuru, haba no mw’isi, n’aho coba kingana n’akanyegeri; eka nta n’ico babangikanijeko n’Imana Allah mu biri mu majuru no mw’isi; bitayeko, nta n’umwe muri bo yobera Imana Allah umufasha mu kurema, ahubwo Imana Allah ni Imwe Rudende mu bumana no mu kurema kwayo, Ikwiye gusengwa rero ari Imwe Rudende Itabangikanywa”.","[5] Mu bigirwamana vyo mu bwoko bwose; vyaba mu bamalayika canke mu bantu, canke mu bindi mwibaza."
3629,34,23,"Nta vugira ry’umuvugizi rizogira ico rimariye ikiremwa ku Mana Allah, kiretse ivugira ry’uwurekuriwe na Yo. Iyo rero Imana Allah Ihishuye amajambo yayo, maze ibiremwa vyo mu majuru bikumva nya hishurwa, birahinda agashitsi bikanahakwa kugwa igihumura ku kuyubaha. Bimaze rero guturura bigatekana, umutima ugasubira mu nda, bica bibazanya hagati yavyo biti: “Mbega yemwe! Aha munyumvira Imana yanyu Rurema Allah Ihishuye Ivuga iki?”. Abamalayika bagaca bishura bavuga bati: “Yahishuye Ivuga ukuri kudahinyuzwa, kandi ni Yo Nyenicubahiro-ntangere, Nyenubukuru”.",""
3630,34,24,"Ntumwa y’Imana! Bwira ababangikanyamana uti: “Ni nde Abaronsa ibibabeshaho biturutse ku mvura igwa ivuye mu bicu izananye mu kirere; n’ibiva mw’isi mu bimera hamwe n’ubutare, n’ibindi n’ibindi!”. Bazoheza bishure ata gukekereza ko ari Imana Allah. Nibatishura kubera ubugugu bwabo, urababwira uti: “Ni Imana Allah Ibaronsa ibibabeshaho; kandi mu vy’ukuri, hagati yacu, harimwo umugwi uri mu burongozi canke uri mu muzimagiza uri kure cane y’ukuri”.",""
3631,34,25,"Ntumwa y’Imana! Bwira ababangikanyamana rero uti: “Ntimuzobazwa namba ku vyaha vyacu, eka na twe nyene ntituzobazwa ku vyo mwakoze, bitayeko nta n’ico duhuriyeko na mwe”.",""
3632,34,26,"Ntumwa y’Imana! Vuga ubabwire uti: “Imana yacu Rurema Allah, Izotwegeraniriza hamwe twese ku musi w’izuka, hanyuma Iducire urw’ukuri rutunganye, ni na Yo Mugomorozi Ikaba n’Umucamanza Atunganiriza bikwiye ibiremwa, ni na Yo Izi urwo Izoducira”.",""
3633,34,27,"Ntumwa y’Imana! Babwire uti: “Nimunyereke mwisunze ivyemezo, ko abo mwanganishije n’Imana Allah mukayibangikanya na bo mu gusengwa, boba hari na kimwe bashoboye kurema!”. Eka barahumba nibateshwe bate, si nk’uko bavyibaza! Ahubwo Imana Ikwiye gusengwa Itabangikanywa, ni Allah, Yo Nyenintsinzi-Mutaneshwa, Intungane mu vyo Ikora.",""
3634,34,28,"Ntumwa y’Imana! Ntitwanakurungitse kiretse ku bantu bose, kugira ubashikirize inkuru nziza ihumuriza abemeramana, ko bazoronka Ubwami bw’ijuru; ugabishe n’abagarariji ku bihano vy’Imana Allah, ariko rero abenshi mu bantu, ntibazi ivyiza biri mw’irungikwa ryawe kuri bose.",""
3635,34,29,"Ababangikanyamana bavuga batebura bati: “Iryo sango ry’umusi w’izuka n’iyegeranywa ry’ibiremwa, rizoshika ryari ga Muhama? Wewe n’abemeramana muri kumwe, nimwaba muri imvugakuri, nimutubwire isango ry’uyo musi!”.",""
3636,34,30,"Ntumwa y’Imana! Babwire uti: “Murafise isango mwagenewe ryo kwegeranirizwako ku musi w’izuka; iryo sango rero niryagera, ntihazorengako akanya na gato ngo mwigaye, eka ntihazonashika ko mwegeranywa ritaragera”.",""
